Produktset;Kategorie;Marketplace;SKU;EAN;Produktreferenz;Produktdetailseite-URL;Angebot gültig seit
EGGER EFC25+;Aquadura;OTTO;1801510;9007022610973;Aquadura EDF145;https://www.otto.de/p/egger-designboden-aquadura-edf145-monfort-eiche-natur-7-5mm-1-995m-wasserbestaendig-feuchtraumgeeignet-S0HCX033/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1801280;9007022609786;Aquadura+ EDF197;https://www.otto.de/p/egger-designboden-aquaduraplus-edf197-capri-eiche-braun-7-5mm-1-995m-wasserbestaendig-feuchtraumgeeignet-S0HCX00R/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1806764;9007022613974;Aquadura+ EDF304;https://www.otto.de/p/egger-designboden-aquaduraplus-edf304-titanit-sandbeige-7-5mm-2-535m-wasserbestaendig-feuchtraumgeeignet-S0HCX01I/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1801519;9007022611239;Aquadura EDF164;https://www.otto.de/p/egger-designboden-aquadura-edf164-elva-eiche-braun-7-5mm-1-995m-wasserbestaendig-feuchtraumgeeignet-S0HCX01Q/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1801518;9007022611208;Aquadura EDF194;https://www.otto.de/p/egger-designboden-aquadura-edf194-camden-eiche-weiss-7-5mm-1-995m-wasserbestaendig-feuchtraumgeeignet-S0HCX030/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1801458;9007022610522;Aquadura+ EDF173;https://www.otto.de/p/egger-designboden-aquaduraplus-edf173-waltham-eiche-natur-7-5mm-2-543m-wasserbestaendig-feuchtraumgeeignet-S0HCX02D/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1801516;9007022611130;Aquadura EDF195;https://www.otto.de/p/egger-designboden-aquadura-edf195-camden-eiche-natur-7-5mm-1-995m-wasserbestaendig-feuchtraumgeeignet-S0HCX01V/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1806771;9007022614032;Aquadura+ EDF301;https://www.otto.de/p/egger-vinylboden-aquaduraplus-edf301-scivaro-schiefer-7-5mm-2-535qm-wasserbestaendig-holzbasierter-elastischer-bodenbelag-mit-hdf-traegerplatte-S0HCX03U/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1801513;9007022611079;Aquadura EDF203;https://www.otto.de/p/egger-designboden-aquadura-edf203-panora-eiche-beige-7-5mm-1-995m-wasserbestaendig-feuchtraumgeeignet-S0HCX00Y/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1801265;9007022609595;Aquadura+ EDF180;https://www.otto.de/p/egger-designboden-aquaduraplus-edf180-berdal-eiche-natur-7-5mm-1-995m-wasserbestaendig-feuchtraumgeeignet-S0HCX017/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1801449;9007022610676;Aquadura+ EDF188;https://www.otto.de/p/egger-designboden-aquaduraplus-edf188-lana-eiche-natur-7-5mm-2-543m-wasserbestaendig-feuchtraumgeeignet-S0HCX00O/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1801521;9007022611321;Aquadura EDF103;https://www.otto.de/p/egger-designboden-aquadura-edf103-meran-eiche-7-5mm-1-995m-wasserbestaendig-feuchtraumgeeignet-S0HCX00G/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1806757;9007022614001;Aquadura+ EDF303;https://www.otto.de/p/egger-designboden-aquaduraplus-edf303-titanit-anthrazit-7-5mm-2-535m-wasserbestaendig-feuchtraumgeeignet-S0HCX024/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1801482;9007022610775;Aquadura+ EDF205;https://www.otto.de/p/egger-vinylboden-aquaduraplus-edf205-savona-eiche-sand-7-5mm-2-543qm-wasserbestaendig-holzbasierter-elastischer-bodenbelag-mit-hdf-traegerplatte-S0HCX02J/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1801468;9007022610584;Aquadura+ EDF186;https://www.otto.de/p/egger-designboden-aquaduraplus-edf186-victoria-eiche-hellbraun-7-5mm-2-543m-wasserbestaendig-feuchtraumgeeignet-S01D30PK/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1801459;9007022610553;Aquadura+ EDF174;https://www.otto.de/p/egger-designboden-aquaduraplus-edf174-waltham-eiche-weiss-7-5mm-2-543m-wasserbestaendig-feuchtraumgeeignet-S0HCX01M/;28.04.2026
EGGER EFC25+;Aquadura;OTTO;1801290;9007022609823;Aquadura+ EDF201;https://www.otto.de/p/egger-designboden-aquaduraplus-edf201-morella-fichte-vintage-7-5mm-1-995m-wasserbestaendig-feuchtraumgeeignet-S00D30V6/;28.04.2026
